0.00443 0.05399 0.24197 0.39894 0.24197
0.00302 0.04172 0.21188 0.39584 0.27205
0.00203 0.03174 0.18265 0.38667 0.30114
0.00134 0.02377 0.15501 0.37186 0.32816
0.00087 0.01753 0.12952 0.35207 0.35207
0.00443 0.05399 0.24197 0.39894 0.24197
0.00302 0.04172 0.21188 0.39584 0.27205
0.00203 0.03174 0.18265 0.38667 0.30114
0.00134 0.02377 0.15501 0.37186 0.32816
0.00087 0.01753 0.12952 0.35207 0.35207
0.00443 0.05399 0.24197 0.39894 0.24197
0.00302 0.04172 0.21188 0.39584 0.27205
0.00203 0.03174 0.18265 0.38667 0.30114
0.00134 0.02377 0.15501 0.37186 0.32816
0.00087 0.01753 0.12952 0.35207 0.35207
0.00443 0.05399 0.24197 0.39894 0.24197
0.00302 0.04172 0.21188 0.39584 0.27205
0.00203 0.03174 0.18265 0.38667 0.30114
0.00134 0.02377 0.15501 0.37186 0.32816
0.00087 0.01753 0.12952 0.35207 0.35207
0.00443 0.05399 0.24197 0.39894 0.24197
0.00302 0.04172 0.21188 0.39584 0.27205
0.00203 0.03174 0.18265 0.38667 0.30114
0.00134 0.02377 0.15501 0.37186 0.32816
0.00087 0.01753 0.12952 0.35207 0.35207
