0.00005 0.00004 0.00003 0.00002 0.00002
0.00131 0.00119 0.00107 0.00096 0.00085
0.00254 0.00261 0.00267 0.00271 0.00274
0.00035 0.00041 0.00047 0.00055 0.00063
0.00000 0.00000 0.00001 0.00001 0.00001
0.00204 0.00163 0.00130 0.00103 0.00081
0.05555 0.05040 0.04546 0.04077 0.03635
0.10791 0.11095 0.11340 0.11523 0.11641
0.01495 0.01742 0.02017 0.02323 0.02659
0.00015 0.00020 0.00026 0.00033 0.00043
0.00712 0.00570 0.00454 0.00359 0.00282
0.19388 0.17591 0.15868 0.14229 0.12686
0.37664 0.38724 0.39581 0.40220 0.40632
0.05218 0.06079 0.07041 0.08108 0.09281
0.00052 0.00068 0.00089 0.00117 0.00151
0.00204 0.00163 0.00130 0.00103 0.00081
0.05555 0.05040 0.04546 0.04077 0.03635
0.10791 0.11095 0.11340 0.11523 0.11641
0.01495 0.01742 0.02017 0.02323 0.02659
0.00015 0.00020 0.00026 0.00033 0.00043
0.00005 0.00004 0.00003 0.00002 0.00002
0.00131 0.00119 0.00107 0.00096 0.00085
0.00254 0.00261 0.00267 0.00271 0.00274
0.00035 0.00041 0.00047 0.00055 0.00063
0.00000 0.00000 0.00001 0.00001 0.00001
